regime,radius,radius_over_lc,total,temporal,spatial,mc_total,mc_se,mc_ci_low,mc_ci_high,variance_total,mT,mS
local,0.98,0.98,0.9999465011067512,0.9999445484005678,1.9527061833906936e-06,0.9905260895439177,0.006284823817295131,0.9782078348620192,1.0028443442258161,0.9999465011067512,10.0,0.07299987213978455
local,0.982,0.982,0.9999475528149461,0.9999456464158039,1.906399142200242e-06,1.00163495797433,0.006353620779289661,0.9891818612469223,1.0140880547017377,0.9999475528149461,10.0,0.07269786320234156
local,0.984,0.984,0.999948583879121,0.9999467226888814,1.8611902396248303e-06,1.007987398343547,0.006348163219133213,0.9955449984340459,1.0204297982530481,0.999948583879121,10.0,0.07239714734637046
local,0.986,0.986,0.9999495947037583,0.9999477776503243,1.8170534340866218e-06,0.996450057054444,0.006322377932640475,0.9840581963064686,1.0088419178024193,0.9999495947037583,10.0,0.07209771867524083
local,0.988,0.988,0.9999505856854325,0.9999488117221309,1.7739633015653048e-06,1.0033390877729709,0.006337607749901305,0.9909173765831644,1.0157607989627775,0.9999505856854325,10.0,0.07179957132218728
local,0.99,0.99,0.9999515572129648,0.9999498253179439,1.7318950209531683e-06,1.0062918305651967,0.006405161661915894,0.9937377137078415,1.0188459474225517,0.9999515572129648,10.0,0.0715026994501339
local,0.992,0.992,0.9999525096675747,0.9999508188432149,1.6908243597574507e-06,1.0079801262223709,0.0063671360807097885,0.9955005395041797,1.0204597129405621,0.9999525096675747,10.0,0.07120709725151977
local,0.994,0.994,0.9999534434230277,0.9999517926953676,1.6507276601417663e-06,0.993055362125839,0.0062920867434284765,0.9807228721087192,1.005387852142959,0.9999534434230277,10.0,0.07091275894812586
local,0.996,0.996,0.999954358845781,0.9999527472639557,1.611581825298518e-06,1.0078125918962324,0.006379193740433322,0.995309372164983,1.0203158116274818,0.999954358845781,10.0,0.07061967879090307
local,0.998,0.998,0.9999552562951254,0.9999536829308192,1.5733643061445112e-06,0.9941934072083334,0.006259330017412429,0.981925120374205,1.0064616940424618,0.9999552562951254,10.0,0.0703278510598014
local,1.0,1.0,0.9999561361233258,0.9999546000702375,1.5360530883320527e-06,1.002276643850629,0.006332454788559513,0.9898650324650523,1.0146882552362055,0.9999561361233258,10.0,0.07003727006360048
local,1.002,1.002,0.9999569986757582,0.9999554990490785,1.499626679568087e-06,0.9948416957576763,0.006277801960163388,0.982537203915756,1.0071461875995966,0.9999569986757582,10.0,0.0697479301397411
local,1.004,1.004,0.9999578442910432,0.999956380226946,1.4640640972340273e-06,0.9978179809665779,0.006311367078467438,0.9854477014927817,1.010188260440374,0.9999578442910432,10.0,0.06945982565415804
local,1.006,1.006,0.9999586733011787,0.9999572439563225,1.4293448562991956e-06,0.9912791126394955,0.006292165432593922,0.9789464683916115,1.0036117568873797,0.9999586733011787,10.0,0.06917295100111387
local,1.008,1.008,0.999959486031669,0.9999580905827115,1.3954489575208753e-06,0.9925992328145394,0.006233214237268975,0.9803821329094923,1.0048163327195867,0.999959486031669,10.0,0.06888730060303425
local,1.01,1.01,0.9999602828016507,0.9999589204447747,1.362356875924203e-06,0.9898625834198376,0.00632555728648732,0.9774644911383225,1.0022606757013528,0.9999602828016507,10.0,0.06860286891034394
local,1.012,1.012,0.9999610639240177,0.9999597338744681,1.3300495495552289e-06,1.0031065869527005,0.006282874265876141,0.9907921533915832,1.0154210205138177,0.9999610639240177,10.0,0.06831965040130425
local,1.014,1.014,0.9999618297055429,0.9999605311971744,1.298508368500715e-06,0.9948761323439234,0.006346024526183856,0.982437924272603,1.0073143404152438,0.9999618297055429,10.0,0.06803763958185155
local,1.016,1.016,0.9999625804469976,0.9999613127318334,1.2677151641683034e-06,0.9940820539418467,0.006310854838960096,0.9817127784574848,1.0064513294262085,0.9999625804469976,10.0,0.06775683098543674
local,1.018,1.018,0.9999633164432681,0.9999620787910692,1.2376521988209173e-06,1.0123360785251718,0.006408139239807691,0.9997761256151487,1.024896031435195,0.9999633164432681,10.0,0.06747721917286605
local,1.02,1.02,0.9999640379834712,0.9999628296813159,1.208302155359317e-06,0.9969781260422028,0.006297187953415673,0.9846356376535081,1.0093206144308975,0.9999640379834712,10.0,0.06719879873214278
local,1.022,1.022,0.9999647453510667,0.9999635657029394,1.1796481273469827e-06,0.9978805905384125,0.006310081156098104,0.9855128314724602,1.0102483496043648,0.9999647453510667,10.0,0.06692156427831017
local,1.024,1.024,0.9999654388239676,0.9999642871503583,1.1516736092715361e-06,0.9844301917356723,0.0062128224613584755,0.9722530597114096,0.9966073237599349,0.9999654388239676,10.0,0.0666455104532953
local,1.026,1.026,0.9999661186746482,0.9999649943121612,1.124362487037115e-06,1.0010234900969743,0.006361241091781597,0.9885554575570824,1.0134915226368664,0.9999661186746482,10.0,0.06637063192575421
local,1.028,1.028,0.999966785170251,0.9999656874712223,1.0976990286821986e-06,1.001553926946529,0.006296719051950398,0.9892123576047063,1.0138954962883517,0.999966785170251,10.0,0.06609692339091787
local,1.03,1.03,0.9999674385726897,0.9999663669048143,1.0716678753175684e-06,0.9964435668345519,0.006228363717278365,0.9842359739486863,1.0086511597204175,0.9999674385726897,10.0,0.06582437957043938
local,1.032,1.032,0.9999680791387521,0.9999670328847198,1.0462540322791615e-06,0.9998297593376765,0.006326578295494496,0.9874296658785072,1.0122298527968456,0.9999680791387521,10.0,0.06555299521224207
local,1.034,1.034,0.9999687071202,0.9999676856773395,1.0214428604907363e-06,1.0080899868842832,0.0064394055532438635,0.9954687519999252,1.0207112217686412,0.9999687071202,10.0,0.06528276509036876
local,1.036,1.036,0.9999693227638675,0.9999683255437994,9.972200680313478e-07,0.9906772077219842,0.006264552376669809,0.9783986850637114,1.002955730380257,0.9999693227638675,10.0,0.06501368400483194
local,1.038,1.038,0.9999699263117564,0.9999689527400545,9.735717019028154e-07,0.9943883056538997,0.00629219982587226,0.98205559399519,1.0067210173126093,0.9999699263117564,10.0,0.06474574678146507
local,1.04,1.04,0.9999705180011316,0.9999695675169916,9.504841399924047e-07,0.990952222429577,0.006268598362842097,0.9786657696384066,1.0032386752207476,0.9999705180011316,10.0,0.06447894827177476
local,1.042,1.042,0.9999710980646129,0.9999701701205297,9.279440832261212e-07,0.9946370418403577,0.006305650349333784,0.9822779671556635,1.0069961165250518,0.9999710980646129,10.0,0.0642132833527941
local,1.044,1.044,0.9999716667302663,0.9999707607917183,9.059385479080666e-07,0.9992496845217368,0.00632933408302397,0.9868441897190098,1.0116551793244637,0.9999716667302663,10.0,0.06394874692693682
local,1.046,1.046,0.9999722242216921,0.9999713397668338,8.84454858241477e-07,0.9908946369561344,0.006280291071881594,0.9785852664552466,1.0032040074570223,0.9999722242216921,10.0,0.06368533392185265
local,1.048,1.048,0.9999727707581128,0.9999719072774738,8.634806390271102e-07,0.9990614831375146,0.00637440341967317,0.9865676524349553,1.0115553138400741,0.9999727707581128,10.0,0.06342303929028337
local,1.05,1.05,0.9999733065544588,0.9999724635506503,8.430038085347958e-07,0.9949513834191785,0.00626683652297558,0.9826683838341465,1.0072343830042108,0.9999733065544588,10.0,0.06316185800992016
local,1.052,1.052,0.9999738318214514,0.9999730088088798,8.230125715440142e-07,1.0035790845404156,0.006342419144445134,0.9911479430173031,1.016010226063528,0.9999738318214514,10.0,0.0629017850832616
local,1.054,1.054,0.9999743467656855,0.999973543270273,8.034954125495303e-07,1.0022457332005215,0.006416546397301561,0.9896693022618104,1.0148221641392325,0.9999743467656855,10.0,0.06264281553747288
local,1.056,1.056,0.9999748515897107,0.9999740671486216,7.844410891281412e-07,1.0136821075173577,0.006364994099482996,1.001206719082371,1.0261574959523443,0.9999748515897107,10.0,0.06238494442424572
local,1.058,1.058,0.9999753464921093,0.9999745806534838,7.658386254627351e-07,1.001220184418914,0.006319730434007558,0.9888335127682591,1.0136068560695688,0.9999753464921093,10.0,0.06212816681965951
local,1.06,1.06,0.9999758316675745,0.9999750839902685,7.476773060199083e-07,1.0140044468252403,0.006435300518709001,1.0013912578085706,1.02661763584191,0.9999758316675745,10.0,0.061872477824043086
local,1.062,1.062,0.9999763073069864,0.9999755773603171,7.299466693775281e-07,0.9958342936488604,0.006308316188368264,0.9834699939196586,1.0081985933780622,0.9999763073069864,10.0,0.061617872561837615
local,1.064,1.064,0.9999767735974864,0.9999760609609841,7.12636502198661e-07,1.0008181025262357,0.006296140642608464,0.9884776668667231,1.0131585381857482,0.9999767735974864,10.0,0.0613643461814604
local,1.066,1.066,0.9999772307225498,0.9999765349857165,6.957368333484139e-07,0.9944881503797708,0.006279292712849725,0.9821807366625853,1.0067955640969561,0.9999772307225498,10.0,0.06111189385516949
local,1.068,1.068,0.9999776788620582,0.9999769996241301,6.792379281502768e-07,1.0094090480448248,0.00644920361599066,0.9967686089574831,1.0220494871321666,0.9999776788620582,10.0,0.060860510778929254
local,1.07,1.07,0.9999781181923696,0.9999774550620868,6.631302827786851e-07,1.0134682879658932,0.006416472461317392,1.0008920019417111,1.0260445739900752,0.9999781181923696,10.0,0.06061019217227687
local,1.072,1.072,0.9999785488863865,0.9999779014817677,6.474046187845508e-07,0.9896930870872416,0.006247795906077135,0.9774474071113304,1.0019387670631528,0.9999785488863865,10.0,0.060360933278189664
local,1.074,1.074,0.9999789711136243,0.9999783390617466,6.320518777506242e-07,1.0032315255709345,0.006331724109565614,0.9908213463161859,1.0156417048256832,0.9999789711136243,10.0,0.060112729362953345
local,1.076,1.076,0.9999793850402775,0.9999787679770614,6.170632160735877e-07,1.0000838656861595,0.006332190817246962,0.9876727716843554,1.0124949596879635,0.9999793850402775,10.0,0.05986557571603113
local,1.078,1.078,0.9999797908292839,0.999979188399284,6.024299998699011e-07,1.0046205362388119,0.006403111904739958,0.9920704369055215,1.0171706355721022,0.9999797908292839,10.0,0.059619467649933706
local,1.08,1.08,0.9999801886403888,0.9999796004965888,5.881438000024427e-07,1.00085867362852,0.006323434877618597,0.9884647412683877,1.0132526059886526,0.9999801886403888,10.0,0.05937440050009008
local,1.082,1.082,0.9999805786302075,0.9999800044338203,5.741963872250989e-07,0.9961799690240545,0.006341616733518579,0.9837504002263581,1.008609537821751,0.9999805786302075,10.0,0.05913036962471923
local,1.084,1.084,0.9999809609522861,0.9999804003725586,5.605797274424832e-07,0.995502432297417,0.006283927118125709,0.9831859351458906,1.0078189294489435,0.9999809609522861,10.0,0.058887370404702745
local,1.086,1.086,0.9999813357571617,0.9999807884711847,5.472859770820803e-07,1.0127480680119902,0.006387052577004246,1.000229444961062,1.0252666910629185,0.9999813357571617,10.0,0.0586453982434581
local,1.088,1.088,0.9999817031924215,0.9999811688849429,5.34307478576129e-07,1.008744462372315,0.006405330884192902,0.9961900138392968,1.021298910905333,0.9999817031924215,10.0,0.05840444856681293
local,1.09,1.09,0.9999820634027601,0.9999815417660042,5.216367559506553e-07,1.0072566253417785,0.006296845288006202,0.9949148085772863,1.0195984421062707,0.9999820634027601,10.0,0.05816451682288006
local,1.092,1.092,0.9999824165300363,0.9999819072635258,5.09266510519099e-07,0.9992258140371708,0.006382719121443025,0.9867156845591425,1.0117359435151991,0.9999824165300363,10.0,0.057925598481933384
local,1.094,1.094,0.9999827627133282,0.9999822655237115,4.971896166780725e-07,0.9966044574213757,0.006280470993964462,0.9842947342732054,1.008914180569546,0.9999827627133282,10.0,0.057687689036284524
local,1.096,1.096,0.999983102088988,0.9999826166898702,4.853991178028142e-07,0.9913124263322234,0.006281979850511921,0.97899974582522,1.0036251068392268,0.999983102088988,10.0,0.05745078400016034
local,1.098,1.098,0.9999834347906953,0.9999829609024731,4.7388822223998373e-07,0.9899274398635757,0.006239790409688538,0.9776974506605861,1.0021574290665651,0.9999834347906953,10.0,0.05721487890958124
local,1.1,1.1,0.9999837609495091,0.9999832982992097,4.626502993954766e-07,1.0003443484991594,0.0063087415099833425,0.9879792151395921,1.0127094818587268,0.9999837609495091,10.0,0.05697996932224021
local,1.102,1.102,0.9999840806939194,0.9999836290150435,4.516788759150223e-07,0.9952447422806399,0.00629913860424482,0.98289843061632,1.0075910539449597,0.9999840806939194,10.0,0.05674605081738275
local,1.104,1.104,0.9999843941498968,0.9999839531822649,4.4096763195535157e-07,1.004650102791013,0.006269201852594814,0.9923624671599273,1.016937738422099,0.9999843941498968,10.0,0.056513118995687533
local,1.106,1.106,0.9999847014409428,0.9999842709305452,4.3051039754379517e-07,0.9905043000548686,0.006290071797807903,0.9781757593311651,1.002832840778572,0.9999847014409428,10.0,0.056281169479147825
local,1.108,1.108,0.9999850026881371,0.9999845823869881,4.20301149024204e-07,1.0028074319743754,0.006364907404643084,0.990332213461275,1.015282650487476,0.9999850026881371,10.0,0.0560501979109537
local,1.11,1.11,0.9999852980101857,0.9999848876761801,4.103340055871599e-07,0.9991014585857012,0.006302178293035215,0.9867491891313522,1.0114537280400502,0.9999852980101857,10.0,0.05582019995537504
local,1.112,1.112,0.9999855875234671,0.9999851869202412,4.006032258824658e-07,0.9983175445611738,0.00630550352231564,0.9859587576574351,1.0106763314649125,0.9999855875234671,10.0,0.055591171297645285
local,1.114,1.114,0.9999858713420775,0.9999854802388728,3.911032047119714e-07,1.005005958195251,0.006320676896963341,0.9926174314772029,1.0173944849132992,0.9999858713420775,10.0,0.055363107643845895
local,1.116,1.116,0.9999861495778762,0.9999857677494064,3.8182846980082e-07,1.0083595149372209,0.006366480185866389,0.9958812137729227,1.020837816101519,0.9999861495778762,10.0,0.05513600472079162
local,1.118,1.118,0.9999864223405286,0.99998604956685,3.727736786452702e-07,1.0010643616316341,0.006318204799109143,0.9886806802253802,1.013448043037888,0.9999864223405286,10.0,0.05490985827591648
local,1.12,1.12,0.9999866897375498,0.9999863258039343,3.639336154352639e-07,1.0038373459485235,0.006381926067206276,0.9913287708567992,1.0163459210402477,0.9999866897375498,10.0,0.054684664077160494
local,1.122,1.122,0.9999869518743459,0.9999865965711578,3.553031880499788e-07,0.996230024144638,0.006304080118070692,0.9838740271132195,1.0085860211760567,0.9999869518743459,10.0,0.05446041791285713
local,1.124,1.124,0.9999872088542563,0.9999868619768312,3.468774251246216e-07,1.0050030587493548,0.006343741198146622,0.9925693260009875,1.0174367914977223,0.9999872088542563,10.0,0.0542371155916215
local,1.1260000000000001,1.1260000000000001,0.9999874607785932,0.99998712212712,3.386514731867874e-07,0.9991534126241942,0.006308934534558272,0.98678790093646,1.0115189243119285,0.9999874607785932,10.0,0.05401475294223928
local,1.1280000000000001,1.1280000000000001,0.999987707746682,0.9999873771260881,3.3062059386072387e-07,0.9964804880823016,0.006305895872357487,0.984120932172481,1.0088400439921223,0.999987707746682,10.0,0.053793325813556246
local,1.1300000000000001,1.1300000000000001,0.9999879498558993,0.9999876270757382,3.2278016113789843e-07,0.9960054896111015,0.0062994093884012,0.9836586472098351,1.0083523320123677,0.9999879498558993,10.0,0.053572830074368756
local,1.1320000000000001,1.1320000000000001,0.9999881872017123,0.9999878720760537,3.1512565871228564e-07,0.9957753075071193,0.006331753760860558,0.9833650701358326,1.008185544878406,0.9999881872017123,10.0,0.05335326161331461
local,1.1340000000000001,1.1340000000000001,0.9999884198777151,0.9999881122250378,3.076526773788526e-07,1.0011942154061158,0.006271174440758293,0.9889027135022295,1.013485717310002,0.9999884198777151,10.0,0.053134616338764915
local,1.1360000000000001,1.1360000000000001,0.999988647975666,0.9999883476187535,3.003569124937338e-07,0.9996227043608925,0.00636069095548034,0.987155750088151,1.0120896586336339,0.999988647975666,10.0,0.052916890178716446
local,1.1380000000000001,1.1380000000000001,0.9999888715855229,0.9999885783513613,2.932341614946393e-07,1.0030622689014193,0.006316607818396569,0.990681717577362,1.0154428202254766,0.9999888715855229,10.0,0.05270007908068479
local,1.1400000000000001,1.1400000000000001,0.9999890907954788,0.9999888045151574,2.8628032148005946e-07,0.9972230281286719,0.006295328227846778,0.9848841848020923,1.0095618714552517,0.9999890907954788,10.0,0.05248417901159812
local,1.1420000000000001,1.1420000000000001,0.9999893056919971,0.9999890262006103,2.7949138684588243e-07,1.0035919613651796,0.006383371804086846,0.9910805526291694,1.01610337010119,0.9999893056919971,10.0,0.05226918595769168
local,1.1440000000000001,1.1440000000000001,0.999989516359844,0.9999892434963971,2.7286344697805436e-07,0.9979771136412688,0.006288716611005301,0.9856512290836984,1.0103029981988392,0.999989516359844,10.0,0.05205509592440295
local,1.1460000000000001,1.1460000000000001,0.999989722882123,0.9999894564894389,2.6639268399995954e-07,1.002813368879713,0.006350497915609073,0.9903663929651192,1.0152603447943067,0.999989722882123,10.0,0.05184190493626746
local,1.1480000000000001,1.1480000000000001,0.9999899253403066,0.999989665264936,2.6007537057321506e-07,0.9987416951073995,0.006300236925934871,0.9863932307325671,1.011090159482232,0.9999899253403066,10.0,0.05162960903681525
local,1.1500000000000001,1.1500000000000001,0.9999901238142691,0.9999898699064014,2.5390786775062267e-07,0.9956635441840563,0.006288885015586523,0.9833373295535067,1.0079897588146058,0.9999901238142691,10.0,0.05141820428846803
local,1.1520000000000001,1.1520000000000001,0.999990318382317,0.9999900704956941,2.478866228800337e-07,0.9945511590780747,0.006309825926896806,0.9821839002613569,1.0069184178947923,0.999990318382317,10.0,0.05120768677243696
local,1.154,1.154,0.9999905091212203,0.9999902671130528,2.420081675579255e-07,0.997409514850753,0.006298315875572681,0.9850648157346306,1.0097542139668754,0.9999905091212203,10.0,0.05099805258862111
local,1.156,1.156,0.9999906961062425,0.9999904598371269,2.3626911563150047e-07,1.00218208473792,0.006336980702854182,0.9897616025603257,1.014602566915514,0.9999906961062425,10.0,0.050789297855506475
local,1.158,1.158,0.9999908794111699,0.9999906487450086,2.306661612481731e-07,1.0001147035690463,0.0063539773220772375,0.987660908017775,1.0125684991203177,0.9999908794111699,10.0,0.050581418710065815
local,1.16,1.16,0.9999910591083406,0.9999908339122637,2.251960769513051e-07,1.0009058809099705,0.0063461622439247006,0.9884674029118781,1.0133443589080628,0.9999910591083406,10.0,0.050374411307658906
local,1.162,1.162,0.9999912352686734,0.9999910154129615,2.1985571182110137e-07,1.0166331650215956,0.006393232797480853,1.0041024287385332,1.029163901304658,0.9999912352686734,10.0,0.05016827182193359
local,1.164,1.164,0.9999914079616943,0.9999911933197047,2.1464198965959444e-07,0.9946616015305982,0.006238972168062295,0.9824332160811962,1.0068899869800003,0.9999914079616943,10.0,0.04996299644472735
local,1.166,1.166,0.9999915772555655,0.9999913677036583,2.095519072186671e-07,1.001940770457263,0.006298980654281086,0.989594768374872,1.0142867725396538,0.9999915772555655,10.0,0.04975858138596953
local,1.168,1.168,0.9999917432171107,0.9999915386345782,2.0458253247010003e-07,1.0064013614788843,0.006336628073111255,0.9939815704555862,1.0188211525021824,0.9999917432171107,10.0,0.04955502287358422
local,1.17,1.17,0.9999919059118422,0.9999917061808392,1.9973100291664183e-07,0.9989296327456391,0.006348280664440332,0.986487002643336,1.011372262847942,0.9999919059118422,10.0,0.04935231715339368
local,1.172,1.172,0.999992065403986,0.999991870409462,1.9499452394313283e-07,0.9972106212201866,0.006313343729403584,0.9848364675105555,1.0095847749298177,0.999992065403986,10.0,0.04915046048902242
local,1.174,1.174,0.9999922217565074,0.9999920313861401,1.9037036720672716e-07,1.0016589166687833,0.006290981095152171,0.989328593722285,1.0139892396152814,0.9999922217565074,10.0,0.04894944916180183
local,1.176,1.176,0.9999923750311355,0.9999921891752664,1.8585586906529353e-07,1.000982430642962,0.006414063495316372,0.9884108661921419,1.0135539950937822,0.9999923750311355,10.0,0.04874927947067547
local,1.178,1.178,0.9999925252883878,0.9999923438399587,1.814484290430829e-07,0.9960249146008262,0.006332301202706707,0.9836136042435211,1.0084362249581313,0.9999925252883878,10.0,0.048549947732104935
local,1.18,1.18,0.9999926725875933,0.9999924954420849,1.771455083327839e-07,0.992431826218215,0.006244397250862951,0.9801928076065236,1.0046708448299064,0.9999926725875933,10.0,0.04835145027997624
local,1.182,1.182,0.9999928169869162,0.9999926440422879,1.7294462833309763e-07,0.9981852641436123,0.0063175923957377,0.9858027830479664,1.0105677452392583,0.9999928169869162,10.0,0.04815378346550691
local,1.184,1.184,0.9999929585433789,0.9999927897000097,1.6884336922099612e-07,0.9978921158331288,0.006307317307981177,0.9855297739094856,1.0102544577567718,0.9999929585433789,10.0,0.04795694365715353
local,1.186,1.186,0.999993097312884,0.9999929324735154,1.6483936855783673e-07,0.9870222581378048,0.0061855883157960175,0.9748985050388446,0.9991460112367649,0.999993097312884,10.0,0.04776092724051996
local,1.188,1.188,0.9999932333502362,0.9999930724199162,1.609303199285333e-07,0.998541636608399,0.0063120367411820056,0.9861700445956822,1.0109132286211158,0.9999932333502362,10.0,0.04756573061826608
local,1.19,1.19,0.9999933667091643,0.9999932095951927,1.5711397161299564e-07,1.0039465951933961,0.006339534967146703,0.9915211066577886,1.0163720837290036,0.9999933667091643,10.0,0.047371350210017094
local,1.192,1.192,0.9999934974423419,0.9999933440542166,1.5338812528907752e-07,0.9978194124370499,0.006343028385525434,0.98538707680142,1.0102517480726798,0.9999934974423419,10.0,0.04717778245227343
local,1.194,1.194,0.9999936256014083,0.9999934758507735,1.4975063476628196e-07,0.9974707252555869,0.006256103562880722,0.9852087622723407,1.009732688238833,0.9999936256014083,10.0,0.04698502379832117
local,1.196,1.196,0.9999937512369885,0.9999936050375837,1.4619940474949708e-07,1.0009817836698702,0.006337720367636065,0.9885598517493035,1.013403715590437,0.9999937512369885,10.0,0.04679307071814304
local,1.198,1.198,0.9999938743987135,0.9999937316663238,1.4273238963204669e-07,0.9986480695381167,0.006258303450936679,0.9863817947742808,1.0109143443019526,0.9999938743987135,10.0,0.046601919698329955
local,1.2,1.2,0.999993995135239,0.9999938557876467,1.393475923173652e-07,1.0026946291134227,0.006367070897493909,0.9902151701543346,1.0151740880725106,0.999993995135239,10.0,0.04641156724199315
local,1.202,1.202,0.9999941134942658,0.9999939774512028,1.360430630686145e-07,0.9951412106473561,0.006281946996757205,0.982828594533712,1.0074538267610003,0.9999941134942658,10.0,0.04622200986867674
local,1.204,1.204,0.9999942295225573,0.999994096705659,1.3281689838558239e-07,1.0005998547237598,0.00630662346432665,0.9882388727336795,1.01296083671384,0.9999942295225573,10.0,0.046033244114270976
local,1.206,1.206,0.9999943432659588,0.9999942135987189,1.2966723990821246e-07,1.0048608743256686,0.006325705346237098,0.9924624918470439,1.0172592568042933,0.9999943432659588,10.0,0.04584526653092589
local,1.208,1.208,0.9999944547694143,0.999994328177141,1.2659227334613836e-07,1.0033824916673708,0.006349414548044944,0.9909376391532028,1.0158273441815389,0.9999944547694143,10.0,0.04565807368696556
local,1.21,1.21,0.9999945640769857,0.9999944404867583,1.235902274336018e-07,0.9969603776188111,0.0063243890683468106,0.9845645750448513,1.0093561801927708,0.9999945640769857,10.0,0.045471662166802894
local,1.212,1.212,0.9999946712318692,0.9999945505724963,1.2065937290915542e-07,0.9965457534692779,0.006275922410413165,0.9842449455448681,1.0088465613936877,0.9999946712318692,10.0,0.045286028570854876
local,1.214,1.214,0.9999947762764122,0.9999946584783906,1.177980215195591e-07,0.9976572109868168,0.0063313053715442075,0.9852478524585901,1.0100665695150435,0.9999947762764122,10.0,0.04510116951545841
local,1.216,1.216,0.99999487925213,0.999994764247605,1.1500452504730028e-07,0.9968860335596273,0.006356815163942282,0.9844266758383005,1.0093453912809542,0.99999487925213,10.0,0.04491708163278665
local,1.218,1.218,0.999994980199723,0.9999948679224486,1.1227727436117466e-07,0.9966098457778401,0.006290152623674207,0.9842811466354386,1.0089385449202415,0.999994980199723,10.0,0.04473376157076579
local,1.22,1.22,0.9999950791590915,0.9999949695443929,1.0961469848938297e-07,1.0011104212666342,0.006372231069385234,0.9886208483706391,1.0135999941626292,0.9999950791590915,10.0,0.04455120599299248
local,1.222,1.222,0.9999951761693515,0.9999950691540878,1.0701526371460652e-07,0.9894421639573813,0.006292423441654082,0.9771090140117392,1.0017753139030232,0.9999951761693515,10.0,0.044369411578651624
local,1.224,1.224,0.9999952712688512,0.9999951667913786,1.044774726905445e-07,0.9930274167472293,0.006272040072423599,0.9807342182052791,1.0053206152891796,0.9999952712688512,10.0,0.04418837502243474
local,1.226,1.226,0.999995364495185,0.9999952624953214,1.0199986357940069e-07,1.002854061175051,0.006318482405152861,0.9904698356609514,1.0152382866891505,0.999995364495185,10.0,0.044008093034458816
local,1.228,1.228,0.9999954558852086,0.9999953563041993,9.958100920982519e-08,0.99205520073272,0.0062325225810562854,0.9798394564738497,1.0042709449915903,0.9999954558852086,10.0,0.04382856234018566
local,1.23,1.23,0.9999955454750531,0.9999954482555369,9.721951625482312e-08,0.9908664209462898,0.006249494840166427,0.9786174110595637,1.0031154308330161,0.9999955454750531,10.0,0.043649779680341706
local,1.232,1.232,0.9999956333001405,0.9999955383861161,9.491402442916063e-08,0.9961965424939442,0.006341048268365199,0.9837680878879483,1.00862499709994,0.9999956333001405,10.0,0.04347174181083838
local,1.234,1.234,0.9999957193951958,0.9999956267319902,9.26632057058025e-08,0.9904268912640667,0.006274290547105148,0.9781292817917406,1.0027245007363927,0.9999957193951958,10.0,0.04329444550269286
local,1.236,1.236,0.9999958037942622,0.9999957133284987,9.04657635509326e-08,0.9998879239876023,0.006340118263628021,0.9874612921908914,1.0123145557843132,0.9999958037942622,10.0,0.043117887541949375
local,1.238,1.238,0.9999958865307137,0.9999957982102815,8.832043217711347e-08,0.9870126516062887,0.0062664770093057215,0.9747303566680495,0.9992949465445279,0.9999958865307137,10.0,0.04294206472960097
local,1.24,1.24,0.9999959676372683,0.9999958814112925,8.622597581415855e-08,0.9916890789413522,0.006286381886201411,0.9793677704443974,1.0040103874383068,0.9999959676372683,10.0,0.04276697388151173
local,1.242,1.242,0.999996047146001,0.999995962964813,8.418118799729398e-08,0.9858997890712682,0.00621232279895128,0.9737236363853237,0.9980759417572127,0.999996047146001,10.0,0.04259261182833949
local,1.244,1.244,0.9999961250883564,0.9999960429034656,8.218489087220219e-08,1.0038244387882467,0.006407377842801359,0.991265978216356,1.0163828993601374,0.9999961250883564,10.0,0.04241897541545899
local,1.246,1.246,0.9999962014951614,0.9999961212592269,8.023593451654428e-08,1.0002939829881816,0.006329013344479395,0.987889116833002,1.0126988491433613,0.9999962014951614,10.0,0.04224606150288554
local,1.248,1.248,0.9999962763966362,0.99999619806344,7.833319627757358e-08,0.9912696450316203,0.006289279688979068,0.9789426568412213,1.0035966332220192,0.9999962763966362,10.0,0.042073866965199075
local,1.25,1.25,0.999996349822408,0.999996273346828,7.647558012545645e-08,1.0035169208045918,0.006334668614314432,0.9911009703205355,1.015932871288648,0.999996349822408,10.0,0.04190238869146872
local,1.252,1.252,0.9999964218015208,0.9999963471395048,7.466201602192914e-08,1.0057956980750635,0.006303450888559427,0.993440934333487,1.01815046181664,0.9999964218015208,10.0,0.04173162358517779
local,1.254,1.254,0.9999964923624481,0.9999964194709888,7.289145930392552e-08,0.9985063190779494,0.006319011877355822,0.986121055798332,1.0108915823575668,0.9999964923624481,10.0,0.04156156856414924
local,1.256,1.256,0.9999965615331037,0.9999964903702135,7.116289008182272e-08,1.0049565417299982,0.006337947719626293,0.9925341641995307,1.0173789192604656,0.9999965615331037,10.0,0.041392220560471586
local,1.258,1.258,0.9999966293408522,0.9999965598655396,6.947531265195628e-08,0.9943369770360589,0.006309008175886103,0.9819713210113222,1.0067026330607958,0.9999966293408522,10.0,0.0412235765204252
local,1.26,1.26,0.9999966958125208,0.9999966279847659,6.782775492306784e-08,1.0058052858224737,0.006368663456558959,0.9933227054476181,1.0182878661973294,0.9999966958125208,10.0,0.041055633404409146
local,1.262,1.262,0.9999967609744089,0.9999966947551411,6.621926785635283e-08,0.998506941074712,0.006305776229932337,0.9861476196640446,1.0108662624853795,0.9999967609744089,10.0,0.040888388186868366
